# timestamps,qw,qx,qy,qz,tx,ty,tz,vx,vy,vz,FR_qw,FR_qx,FR_qy,FR_qz,FR_tx,FR_ty,FR_tz,FL_qw,FL_qx,FL_qy,FL_qz,FL_tx,FL_ty,FL_tz,RR_qw,RR_qx,RR_qy,RR_qz,RR_tx,RR_ty,RR_tz,RL_qw,RL_qx,RL_qy,RL_qz,RL_tx,RL_ty,RL_tz
2.959999999999999964e+00,9.993403787899014512e-01,3.224025369052246903e-02,-1.360608790353853501e-02,9.708127213228478700e-03,2.620768265016531373e+00,3.387294623857648596e-02,2.475517804630240348e-01,9.010054277220046481e-01,-3.216241681372892791e-01,-7.008435966103226944e-02,8.558282473545458791e-01,1.327119142315866251e-01,-4.960967530176902951e-01,-6.191583397111747461e-02,2.801574042473311987e+00,-3.133305870293478373e-02,1.999169646975431508e-02,6.776355639206442794e-01,-7.024695542313148799e-02,-7.271915917075684188e-01,8.407018920844511189e-02,2.901141843992461666e+00,1.302684936538073546e-01,7.401058851397090965e-02,7.491329464480029898e-01,-3.350426486561601525e-02,-6.603748334919821161e-01,3.977904061669940150e-02,2.527371328331986522e+00,-1.219818179222537519e-01,4.855142244511576055e-02,9.264888667938977473e-01,7.625304122554553421e-02,-3.680679999115930578e-01,-1.816041992614367620e-02,2.382288033011225270e+00,1.956775031692373767e-01,1.999158379247603645e-02
2.964999999999999858e+00,9.992912014580966895e-01,3.346973898167341505e-02,-1.451928042297294559e-02,9.276947608528374190e-03,2.625244720646184859e+00,3.224888057954478776e-02,2.472084787623905211e-01,8.937854756457880301e-01,-3.274111250840479603e-01,-6.969381788252891619e-02,8.596562638121887368e-01,1.366350408783888193e-01,-4.882434599617531679e-01,-6.277178902345730005e-02,2.801915582992132503e+00,-3.148586620862215552e-02,1.999165975368260434e-02,6.805415741095653948e-01,-7.051342755423277431e-02,-7.245942970074626954e-01,8.278965628198964311e-02,2.908576116354603336e+00,1.280351282395591761e-01,7.138746561011651004e-02,7.517033465944643611e-01,-3.516436993224231894e-02,-6.573386762555775142e-01,4.014237791307402603e-02,2.535225639572578515e+00,-1.244156169215848290e-01,4.445209569149456696e-02,9.297999237724501320e-01,7.918050605785514895e-02,-3.589584247304364872e-01,-1.874562690900150388e-02,2.382672509888239976e+00,1.955628984615972177e-01,1.999156609050360689e-02
2.970000000000000195e+00,9.992412743093008753e-01,3.464503523779650929e-02,-1.543367683188963911e-02,8.854313612309702014e-03,2.629683819537658174e+00,3.059627260368342344e-02,2.468692769021340883e-01,8.861911010519082366e-01,-3.330555707292558454e-01,-6.863650190882751578e-02,8.634395612505456619e-01,1.406358361999869022e-01,-4.802658360230659396e-01,-6.354850425353240906e-02,2.802259666371943680e+00,-3.164040716395779412e-02,1.999162263333710554e-02,6.836829584831378703e-01,-7.082346153971319502e-02,-7.217450628834671811e-01,8.152124740591712437e-02,2.915956746483088668e+00,1.257436850418045815e-01,6.867435657540180149e-02,7.545108369885669131e-01,-3.679989462736515254e-02,-6.540055516231719768e-01,4.044629857350934971e-02,2.543026338323692404e+00,-1.268937757366419006e-01,4.029840963288928990e-02,9.330024892313862894e-01,8.218483161645052937e-02,-3.498290834595330634e-01,-1.927747146478661286e-02,2.383055808108136109e+00,1.954457580768040603e-01,1.999154917614263949e-02
2.975000000000000089e+00,9.991912646040247425e-01,3.575422545277185532e-02,-1.634722422403282055e-02,8.439215689350241731e-03,2.634083943418283447e+00,2.891573261382113236e-02,2.465374683525430599e-01,8.783044184619882566e-01,-3.385877951344690717e-01,-6.692345152070798553e-02,8.671706160514545125e-01,1.447096801882143124e-01,-4.721725764943322523e-01,-6.424398122368840669e-02,2.802605852226676131e+00,-3.179658350611237055e-02,1.999165106691007388e-02,6.870555694567340721e-01,-7.115992605934121085e-02,-7.186452949305828231e-01,8.024867273573550730e-02,2.923277232733814124e+00,1.234033337437660111e-01,6.587544450113326511e-02,7.575458730204925883e-01,-3.840350209621459787e-02,-6.503800445465608426e-01,4.068438216292970949e-02,2.550764630665310229e+00,-1.294108715091873418e-01,3.609780410418712837e-02,9.360938268558467446e-01,8.526252088466813872e-02,-3.406881417525133293e-01,-1.975449123584088057e-02,2.383437623119781357e+00,1.953261708852655487e-01,1.999158370105114102e-02
2.979999999999999982e+00,9.991418275904240254e-01,3.678680267115622127e-02,-1.725821356100604859e-02,8.030789076022825171e-03,2.638443938067080552e+00,2.720776874721771849e-02,2.462162404569204766e-01,8.702232996085005334e-01,-3.440246949672820520e-01,-6.458253721274588577e-02,8.708424407061919892e-01,1.488518364377776348e-01,-4.639722531559429264e-01,-6.485616821383535791e-02,2.802953717918141407e+00,-3.195421666648623482e-02,1.999162259057616492e-02,6.906558471397319376e-01,-7.150843305425741425e-02,-7.152947308720201125e-01,7.895880445237486722e-02,2.930529210564708720e+00,1.210221429226841089e-01,6.299498856266444458e-02,7.608006172334857986e-01,-3.996794035364470421e-02,-6.464643841489865483e-01,4.085075994282032219e-02,2.558430562877151537e+00,-1.319614952522675799e-01,3.185664092300595496e-02,9.390718512614719682e-01,8.841032343595950360e-02,-3.315428062832045386e-01,-2.017524424036878580e-02,2.383817694980313817e+00,1.952042613299737051e-01,1.999156665854535941e-02
2.984999999999999876e+00,9.990934879179572681e-01,3.773624506090722530e-02,-1.816553221972768209e-02,7.628345024161369871e-03,2.642763169994893246e+00,2.547280691518632664e-02,2.459085971083384281e-01,8.620557966372484060e-01,-3.493845270926074220e-01,-6.165567815687742620e-02,8.744483345713902622e-01,1.530575794281193447e-01,-4.556737236395118629e-01,-6.538306454601738871e-02,2.803302842184122401e+00,-3.211314648950474443e-02,1.999159520845812665e-02,6.944808373864796991e-01,-7.185859033975953991e-02,-7.116911756427607427e-01,7.764264298426309940e-02,2.937702299435007269e+00,1.186063137651919008e-01,6.003721445313535410e-02,7.642693725701741325e-01,-4.148867233916117558e-02,-6.422575571024470298e-01,4.094199022425542428e-02,2.566012992233264178e+00,-1.345416246884111600e-01,2.758001356697574111e-02,9.419350390990977040e-01,9.162518093480898074e-02,-3.223994233816278587e-01,-2.053826037517877609e-02,2.384195803633430977e+00,1.950801356360674643e-01,1.999155024237043998e-02
2.990000000000000213e+00,9.990465892198259201e-01,3.860059104418720605e-02,-1.906867462372909688e-02,7.231361377094579039e-03,2.647041559733823934e+00,2.371115061055781986e-02,2.456173087710672165e-01,8.539146102368475599e-01,-3.546965275457206190e-01,-5.819319612466952035e-02,8.779821219300546487e-01,1.573222472520929838e-01,-4.472856750194498798e-01,-6.582270894718018905e-02,2.803652824238263452e+00,-3.227323274753182702e-02,1.999156945458306633e-02,6.985283602958582971e-01,-7.220357655012950293e-02,-7.078304164237603224e-01,7.629465892914991110e-02,2.944784411974032068e+00,1.161602026358421469e-01,5.700597898413393982e-02,7.679482864165874112e-01,-4.296441144381701188e-02,-6.377554328844461384e-01,4.095725290453730572e-02,2.573499783305467137e+00,-1.371490271229511559e-01,2.327177043435600320e-02,9.446824968093447961e-01,9.490419824449879138e-02,-3.132631220572145714e-01,-2.084201853462946258e-02,2.384571782177100641e+00,1.949538849315879119e-01,1.999153476279275088e-02
2.995000000000000107e+00,9.990013148454423009e-01,3.938138820927758466e-02,-1.996751334986381077e-02,6.839415940765324747e-03,2.651275083575041602e+00,2.192453963281628879e-02,2.453550266375428002e-01,8.414707426428001957e-01,-3.580733848712798761e-01,-4.612747679526975342e-02,8.814397929721924374e-01,1.616395634448437313e-01,-4.388146313779701102e-01,-6.616843796792454269e-02,2.804003351528644661e+00,-3.243419528921225037e-02,1.999154561394093921e-02,7.027909211448841731e-01,-7.253286951568134466e-02,-7.037122747142673385e-01,7.491954626543013973e-02,2.951761727383410250e+00,1.136914250988866754e-01,5.390411380253702645e-02,7.704642392025553566e-01,-4.398992832568232592e-02,-6.346557260195785366e-01,4.076581590610688782e-02,2.580819439042791430e+00,-1.394997563347760150e-01,1.979730702090552394e-02,9.473138306563644306e-01,9.825131277464607682e-02,-3.041360824271876484e-01,-2.108148835036536065e-02,2.384945546394473315e+00,1.948253816899232493e-01,1.999151827004838622e-02
3.000000000000000000e+00,9.989770004484914701e-01,3.976567814696516101e-02,-2.057135115719002649e-02,6.361047713566729891e-03,2.655415951832194477e+00,2.014807607568410222e-02,2.452119491032077880e-01,8.217991260659853747e-01,-3.532912348876114939e-01,-1.895582409447972225e-02,8.847256224212459719e-01,1.658979760396213088e-01,-4.304518469080244603e-01,-6.670563747365557128e-02,2.804348353513930192e+00,-3.259669403905529617e-02,1.999147619985910257e-02,7.072440174084561049e-01,-7.279237223545605151e-02,-6.993707684328295260e-01,7.340094444866368528e-02,2.958571719919150134e+00,1.112274970209291280e-01,5.069157076207170265e-02,7.675926578065093153e-01,-4.333937749039215581e-02,-6.382284924524137537e-01,3.984471686690259362e-02,2.588133266209819983e+00,-1.406429135738263281e-01,1.986743011434403960e-02,9.499024748378830374e-01,1.013164045919876105e-01,-2.948959416373552189e-01,-2.136955926628561833e-02,2.385323282366737629e+00,1.947072860033234876e-01,1.999150822668673000e-02
3.004999999999999893e+00,9.989766015222012463e-01,3.976052306992090835e-02,-2.078102128391077011e-02,5.744525285618157055e-03,2.659574152208785680e+00,1.845298011499470897e-02,2.451969291805236872e-01,8.381235554252490783e-01,-3.298810556514414905e-01,5.252952926458383937e-03,8.879740723481815978e-01,1.699672184060490032e-01,-4.220111533339295229e-01,-6.722929396076821051e-02,2.804695522793357210e+00,-3.275249502957659764e-02,1.999154761985975221e-02,7.134143557259345902e-01,-7.362338237125626295e-02,-6.931262131792714776e-01,7.208056059804542059e-02,2.964966196691091849e+00,1.084041112269681362e-01,4.656819408712633418e-02,7.664298951819847883e-01,-4.161518125000311652e-02,-6.398574134472276853e-01,3.789304576679831255e-02,2.592481214753387775e+00,-1.410792557207423414e-01,1.991171830781663515e-02,9.524725598709813390e-01,1.040843620589994162e-01,-2.854740489782029433e-01,-2.161100709318133223e-02,2.385707503285001252e+00,1.946011405060504018e-01,1.999152601273956886e-02
3.010000000000000231e+00,9.989763701415746988e-01,3.973069122366965078e-02,-2.098050483907168764e-02,5.244281681103459165e-03,2.663806270438702217e+00,1.687066152047813142e-02,2.452840087926969614e-01,8.521131949665143868e-01,-3.075795742078463180e-01,2.550054150793381463e-02,8.913766982373602099e-01,1.737697357137595322e-01,-4.131801537505172539e-01,-6.733365678567573842e-02,2.805056297545175159e+00,-3.289194797034659945e-02,1.999156197536624407e-02,7.243606789460025341e-01,-7.565390915612618672e-02,-6.815724613147728927e-01,7.097233829884143363e-02,2.970876876569758629e+00,1.047447012969219687e-01,3.980036829579576552e-02,7.677744001232765791e-01,-3.953259000279633895e-02,-6.385113107841104974e-01,3.553801969399481703e-02,2.592559175194465659e+00,-1.412024656719278737e-01,1.994608358268068829e-02,9.549957125896970656e-01,1.067603796231313684e-01,-2.758942756088063053e-01,-2.162773599602042796e-02,2.386096100334601289e+00,1.945005225585670072e-01,1.999155139305393292e-02
3.015000000000000124e+00,9.989712562435016929e-01,3.976926472285000763e-02,-2.124509832841964957e-02,4.845676392386550485e-03,2.668109504679047728e+00,1.539904749085342986e-02,2.454707096862682736e-01,8.664879991592716602e-01,-2.855419314276569365e-01,4.519851540422992198e-02,8.949065489246864624e-01,1.773099602376245199e-01,-4.039904835163773411e-01,-6.704577481425236241e-02,2.805429241026940357e+00,-3.301585526019067823e-02,1.999158055935652822e-02,7.397986544701349310e-01,-7.884874363725795365e-02,-6.645230401439170542e-01,6.992821740106036632e-02,2.976145663668669616e+00,1.002148922024414662e-01,3.041204161077997598e-02,7.694749049974733968e-01,-3.754434056989587598e-02,-6.366999813840681366e-01,3.334556605949692137e-02,2.592660653257784276e+00,-1.413185162817583440e-01,1.996886529005089533e-02,9.574638555748220536e-01,1.093302441798119917e-01,-2.661772521816844761e-01,-2.143673007683156648e-02,2.386488356588741588e+00,1.944056788550990733e-01,1.999157585065279574e-02
3.020000000000000018e+00,9.989615645875826733e-01,3.987080218225987072e-02,-2.157548449687522046e-02,4.539832463545602666e-03,2.672484106151177929e+00,1.403480056465620032e-02,2.457384128505141208e-01,8.807155805295400208e-01,-2.655588082558198448e-01,4.898680764958611433e-02,8.985437882597756554e-01,1.805870615966599646e-01,-3.944618042411323633e-01,-6.638718821042312312e-02,2.805813462593498286e+00,-3.312474342392165982e-02,1.999160319165627087e-02,7.591247430123420070e-01,-8.311202310981463670e-02,-6.419435956338215288e-01,6.877816649024605378e-02,2.980773601870918110e+00,9.480526132979152920e-02,1.850972499872131222e-02,7.715217510749364793e-01,-3.565421344218996230e-02,-6.344307444492883752e-01,3.131445639962860544e-02,2.592785148325931210e+00,-1.414273588233028178e-01,1.998401252637068554e-02,9.598742348696381876e-01,1.117868301314349083e-01,-2.563242851932703847e-01,-2.104800852222015600e-02,2.386884291866349983e+00,1.943166735218425645e-01,1.999161154651922512e-02
3.024999999999999911e+00,9.989701980762828448e-01,3.959212030390259207e-02,-2.172374752818168747e-02,4.368770834625983895e-03,2.676930183344814029e+00,1.276981740865135682e-02,2.460293389103660466e-01,8.950464909281575787e-01,-2.446733731841453929e-01,6.427482831109336547e-02,9.022072529793012663e-01,1.836445789466140122e-01,-3.847218670373895866e-01,-6.546622272843465040e-02,2.806204195192756767e+00,-3.322225358694141234e-02,1.999163219054424234e-02,7.592861271755986241e-01,-8.321651920752892728e-02,-6.417549275200072900e-01,6.863090421562235977e-02,2.984129289718829181e+00,9.349296943589902043e-02,1.901489586813254543e-02,7.740413814068888287e-01,-3.374700180986456299e-02,-6.315469595193687891e-01,2.948758485195088902e-02,2.592940640276442110e+00,-1.415316656005588258e-01,1.999191546627812968e-02,9.622103990508519278e-01,1.142076867144501684e-01,-2.463501596685657713e-01,-2.047806350723855445e-02,2.387283249063222090e+00,1.942302778822580789e-01,1.999163975134875260e-02
3.030000000000000249e+00,9.989836274884571488e-01,3.919685282487272299e-02,-2.183805393056944752e-02,4.291635953148553381e-03,2.681451073035320487e+00,1.160848028901470021e-02,2.463940211747941977e-01,9.104280814987749659e-01,-2.240456406347903773e-01,7.866779205819621201e-02,9.059339723727073412e-01,1.864531032306147862e-01,-3.746894509611935487e-01,-6.423934413643919705e-02,2.806604342926604101e+00,-3.330665371334429192e-02,1.999166700092146198e-02,7.598549983414581988e-01,-8.361146534269965624e-02,-6.410220563575017572e-01,6.870391271208026174e-02,2.987407763697258467e+00,9.210273920902133094e-02,1.934796268628253407e-02,7.769028841491179005e-01,-3.192950160785437003e-02,-6.281947345812226580e-01,2.781709855976087845e-02,2.593119268254632903e+00,-1.416292018507815942e-01,1.999195330507290772e-02,9.644825312029514652e-01,1.165109900020802058e-01,-2.362395786890029159e-01,-1.973569542543185049e-02,2.387686053756544524e+00,1.941494858490832587e-01,1.999166924045675531e-02
3.035000000000000142e+00,9.989953564004636632e-01,3.881759540748698500e-02,-2.197997102032105132e-02,4.284046105864403736e-03,2.686050273064586769e+00,1.054952436287232009e-02,2.468282551059786667e-01,9.262766909028434803e-01,-2.036676152288315333e-01,9.225608368637625012e-02,9.097073047460453310e-01,1.890165949940988133e-01,-3.643761088819687521e-01,-6.273274890006208526e-02,2.807013441957218358e+00,-3.337864285147629229e-02,1.999170706406727671e-02,7.608122278470786926e-01,-8.428161977812415051e-02,-6.397689416832240683e-01,6.897147079385677892e-02,2.990476608365910227e+00,9.065159573842809793e-02,1.956780831433798870e-02,7.800844196076325288e-01,-3.021126511604605228e-02,-6.243908569842733236e-01,2.629896309659138579e-02,2.593319944299264712e+00,-1.417197892228360956e-01,1.999199386920684496e-02,9.666910878000463114e-01,1.186846461142337245e-01,-2.259814573833618945e-01,-1.883285595957488734e-02,2.388093245679229426e+00,1.940745865368990741e-01,1.999170146659122460e-02
3.040000000000000036e+00,9.990056852435725832e-01,3.845067732839384939e-02,-2.214429318984814654e-02,4.337803952418391000e-03,2.690729882417756791e+00,9.591523231387708709e-03,2.473274097681608386e-01,9.425132835061453829e-01,-1.835985713087016080e-01,1.048355707685210830e-01,9.135107105669169059e-01,1.913375115087418421e-01,-3.537947551614498143e-01,-6.097056330245347738e-02,2.807430982958346366e+00,-3.343881999815730838e-02,1.999175157234540923e-02,7.621791125574404191e-01,-8.520829682536126826e-02,-6.379700444211015009e-01,6.940294629633204926e-02,2.993181640937180088e+00,8.915909070487701427e-02,1.971335185717222951e-02,7.835808201519008920e-01,-2.859584569699362422e-02,-6.201305629827789101e-01,2.492911457733120589e-02,2.593542649696603419e+00,-1.418034274223520796e-01,1.999203637344488388e-02,9.688344290720147800e-01,1.207215307864692722e-01,-2.155690702721504426e-01,-1.778024159778205174e-02,2.388505170218587104e+00,1.940056935449415154e-01,1.999173751050653536e-02
3.044999999999999929e+00,9.990152097479622073e-01,3.808589270878497135e-02,-2.232293417316568232e-02,4.445455962049285788e-03,2.695491703577823639e+00,8.732735534021500781e-03,2.478856797221793973e-01,9.590913096597670773e-01,-1.639038966439868850e-01,1.161488366732843225e-01,9.173274241608933011e-01,1.934198296114462701e-01,-3.429588107371233652e-01,-5.897813606072666026e-02,2.807856460817748090e+00,-3.348783595025374427e-02,1.999179991529898004e-02,7.640601329906183681e-01,-8.637719827720283239e-02,-6.354979952873186511e-01,6.995277534121378815e-02,2.995264892758704889e+00,8.764555426966567919e-02,1.981061871374685188e-02,7.873858381567673259e-01,-2.708587501788820018e-02,-6.154088597665841043e-01,2.370300751957980442e-02,2.593787346697532303e+00,-1.418801542597972198e-01,1.999207991525835115e-02,9.709103592127587001e-01,1.226156408451328922e-01,-2.049958043082877324e-01,-1.658912925645960809e-02,2.388922168964610293e+00,1.939428814494618403e-01,1.999177757517321685e-02
3.050000000000000266e+00,9.990246346950882872e-01,3.771067429880083782e-02,-2.250608231409867085e-02,4.600062515466383367e-03,2.700335518051030004e+00,7.971465787383650095e-03,2.484972701753682123e-01,9.753683246828992459e-01,-1.445247761324324753e-01,1.263755732082214311e-01,9.211404382465904206e-01,1.952681159729083571e-01,-3.318834313208519626e-01,-5.678066507154969772e-02,2.808289318305602578e+00,-3.352633383826679470e-02,1.999182810970842605e-02,7.665776126055399153e-01,-8.778267058308351911e-02,-6.321961732289071989e-01,7.057595307197944701e-02,2.996502100690638049e+00,8.612601668353642159e-02,1.987702282737493012e-02,7.914903316051897786e-01,-2.568355723422614464e-02,-6.102228536189039376e-01,2.261589672121477532e-02,2.594053862841232405e+00,-1.419500279245085594e-01,1.999207955147425456e-02,9.729156251809745193e-01,1.243619960683164383e-01,-1.942577592194993097e-01,-1.527099196636126990e-02,2.389344474637915550e+00,1.938861890593085169e-01,1.999182048015393787e-02
3.055000000000000160e+00,9.990342244270882244e-01,3.737431013909343208e-02,-2.260115559887721642e-02,4.792403425058325110e-03,2.705143393178446765e+00,7.317305423260519158e-03,2.491489470533128081e-01,9.550350742958264583e-01,-1.230673196903584315e-01,1.353254066353019869e-01,9.235712067555916782e-01,1.964452059087487268e-01,-3.246115218934628732e-01,-5.525275541997323042e-02,2.810158388868534640e+00,-3.382786489363037719e-02,2.048192102520941804e-02,7.697299676821734993e-01,-8.910392735078308257e-02,-6.281122468632356348e-01,7.107230348795731678e-02,2.996853894028547405e+00,8.480773464890514757e-02,1.992340194115083465e-02,7.958710920737024352e-01,-2.439605636610974251e-02,-6.045856920295922254e-01,2.168359352812411489e-02,2.594340965290606427e+00,-1.420124918361855004e-01,1.999196293656820347e-02,9.741085566526938022e-01,1.246628189682975618e-01,-1.880621963265082797e-01,-1.429376562466857202e-02,2.391399975539888700e+00,1.930924265290356323e-01,2.067030591361332381e-02
3.060000000000000053e+00,9.990440790075215682e-01,3.715270452858854960e-02,-2.249243813713979953e-02,4.969403673612454719e-03,2.709833314016901085e+00,6.799578469104249935e-03,2.497329680389747120e-01,9.344039748403497603e-01,-9.479033005914122567e-02,1.175922384398137566e-01,9.211532270156442825e-01,1.983848467016104400e-01,-3.299549143284971064e-01,-5.700824035450980515e-02,2.816061618793223698e+00,-3.473750688711802620e-02,2.457983412931301348e-02,7.730331109948159751e-01,-8.996025258613468689e-02,-6.239076718563321133e-01,7.117709785546696977e-02,2.997065562760020008e+00,8.390456572678686720e-02,1.995388311011418378e-02,8.003059673612761271e-01,-2.335101978876751375e-02,-5.987722435546751765e-01,2.090188578232327760e-02,2.594634536534354385e+00,-1.420635063147322741e-01,1.999185374000675419e-02,9.730243781913201495e-01,1.210690856447592528e-01,-1.958389277586860544e-01,-1.459281744094783305e-02,2.398051947737772860e+00,1.899276754635147446e-01,2.431165279441128979e-02
3.064999999999999947e+00,9.990490621970932184e-01,3.705988804809502019e-02,-2.238790702944693303e-02,5.130072105937509910e-03,2.714445462493239258e+00,6.421209989397800438e-03,2.502472156179212370e-01,9.210337351640053294e-01,-6.659405716046695733e-02,1.032619529661751440e-01,9.145479522847530518e-01,2.004323619915409083e-01,-3.459197375554871612e-01,-6.138767309321872118e-02,2.825171985416157217e+00,-3.671789926073295435e-02,3.231359212648643453e-02,7.764130577532319943e-01,-9.044174609288081756e-02,-6.196475423865065446e-01,7.099279912998163189e-02,2.997280831002611556e+00,8.337611876037878678e-02,1.997354956247034477e-02,8.047001856988961199e-01,-2.253503457440499819e-02,-5.929060613840284599e-01,2.030235767025899418e-02,2.594928765533142556e+00,-1.421028564749304557e-01,1.999178454061149163e-02,9.697786491977610224e-01,1.148869031040971184e-01,-2.146693229719207896e-01,-1.573063349305600656e-02,2.408232203843952757e+00,1.850898493811137802e-01,3.097498323649516827e-02
3.070000000000000284e+00,9.990455881523345738e-01,3.719132904325347239e-02,-2.226191674662786682e-02,5.396749032379578349e-03,2.719004298831047439e+00,6.178892627340780083e-03,2.507128546131984770e-01,9.114410551649404502e-01,-3.965522019060627873e-02,9.403032627983169689e-02,9.051374383636493492e-01,2.003711570647886964e-01,-3.689400215426132390e-01,-6.678980156539481017e-02,2.836405533317742478e+00,-4.022936217437758644e-02,4.206510214733381881e-02,7.798490648217819565e-01,-9.057110302873835894e-02,-6.153327477192672701e-01,7.069597567758933998e-02,2.997499717946767284e+00,8.322328155575242636e-02,1.998620402743170668e-02,8.091145329055752233e-01,-2.183138498864303431e-02,-5.869067974721410286e-01,1.993675880041372375e-02,2.595227827965320699e+00,-1.421332318280875973e-01,1.999176478410059216e-02,9.645498636445151153e-01,1.077573343065953426e-01,-2.402890815247376577e-01,-1.711942599744186930e-02,2.420622628341795313e+00,1.796474579307972830e-01,3.982833757560508281e-02
3.075000000000000178e+00,9.990329678898101085e-01,3.760063996982400403e-02,-2.202916532101737226e-02,5.834108192052687297e-03,2.723523848239872702e+00,6.061317690419616537e-03,2.511657588495451177e-01,9.042838046529261264e-01,-1.590679957805829492e-02,9.307020698215366650e-02,8.934254547753901488e-01,1.966683138487791416e-01,-3.973836076679906348e-01,-7.210270067090338020e-02,2.849240363742412185e+00,-4.536007639837227878e-02,5.267386414387366378e-02,7.832582742960741973e-01,-9.070239407328717363e-02,-6.109742833727319633e-01,7.063976580713268727e-02,2.997720206700492440e+00,8.322692933842840146e-02,1.999159310203836581e-02,8.136272530784895984e-01,-2.116511003658084686e-02,-5.806635135221753785e-01,1.981452066473727430e-02,2.595537095237755665e+00,-1.421569166635799353e-01,1.999175039400732934e-02,9.573127108578725064e-01,1.004881533211070266e-01,-2.703954341812724316e-01,-1.846114422202267333e-02,2.434523163841823656e+00,1.742039930927141989e-01,5.015062589127089465e-02
3.080000000000000071e+00,9.990147082122271538e-01,3.824287550237529670e-02,-2.157782263944512877e-02,6.441491992477049906e-03,2.728014975123928654e+00,6.046691287730198046e-03,2.516480232397403372e-01,8.992617978774525289e-01,2.756426558705362545e-03,1.010700547484037481e-01,8.792597120660701204e-01,1.887947215363263709e-01,-4.305666234310083218e-01,-7.662437369879643301e-02,2.863382927295385016e+00,-5.176802050773033487e-02,6.336013051013492103e-02,7.865866546891614464e-01,-9.102796045003086478e-02,-6.065932279756905965e-01,7.099296342070396393e-02,2.997940487848083979e+00,8.324663759694549137e-02,1.999157279370896920e-02,8.183320628943666630e-01,-2.049388646560991456e-02,-5.740352980477223532e-01,1.990256395160430389e-02,2.595863067182417439e+00,-1.421760526192238083e-01,1.999172550044575614e-02,9.479667278386468832e-01,9.317300180864740433e-02,-3.038000377002729735e-01,-1.958090238388593418e-02,2.449536655919014372e+00,1.689933451356987748e-01,6.121626674372469823e-02
3.084999999999999964e+00,9.989988188427134652e-01,3.896269939780035857e-02,-2.077914406017847271e-02,7.176014118316773570e-03,2.732488503110156675e+00,6.108892122829822149e-03,2.522048946658608237e-01,8.964305816982693909e-01,1.619818469099905400e-02,1.183675682764554066e-01,8.621994208432123274e-01,1.772447343742228620e-01,-4.677638625423400365e-01,-7.995893779754217889e-02,2.878502328610853311e+00,-5.881897413299355670e-02,7.360526454222075798e-02,7.898337942090332131e-01,-9.149239914445105037e-02,-6.022048766547183352e-01,7.170080165124030624e-02,2.998160058796647487e+00,8.327936257869564263e-02,1.999156621557649990e-02,8.233180220886747724e-01,-1.979981404566808975e-02,-5.668771220200815586e-01,2.014275050679617540e-02,2.596212143836837072e+00,-1.421924846879498994e-01,1.999169173614864792e-02,9.363484291251378266e-01,8.545289054327041833e-02,-3.399086574862489329e-01,-2.028613661056509476e-02,2.465396408121351080e+00,1.640308835694385681e-01,7.230727777214236707e-02
3.089999999999999858e+00,9.989928556362264178e-01,3.959395345508281289e-02,-1.954365717357665552e-02,7.977386906503848921e-03,2.736954381045507034e+00,6.226244813803041150e-03,2.528767873186247295e-01,8.954273571395938713e-01,2.600631104457155202e-02,1.432120434675224208e-01,8.420520533370602356e-01,1.632763172876292024e-01,-5.075222712434600547e-01,-8.191659096733652778e-02,2.894123647816970735e+00,-6.580310636811816105e-02,8.302706524143903255e-02,7.930311443046836883e-01,-9.204075727314565969e-02,-5.977860003942234712e-01,7.267737540711873001e-02,2.998380205554965983e+00,8.332131959023428291e-02,1.999156471281441499e-02,8.286393892171178832e-01,-1.908696852748660230e-02,-5.590824770652309539e-01,2.047520717643797408e-02,2.596588688330633499e+00,-1.422073148194955561e-01,1.999166267294687216e-02,9.222319167391950234e-01,7.698426783426316755e-02,-3.783485165875197231e-01,-2.034979728636475763e-02,2.481874786932982246e+00,1.593075096413137381e-01,8.278503737308411103e-02
3.095000000000000195e+00,9.990009588452767320e-01,4.001503779656182674e-02,-1.784899286284928957e-02,8.791725094629427792e-03,2.741419645936114868e+00,6.385796552900667097e-03,2.536824039886148574e-01,8.955567931988357433e-01,3.397447187703432625e-02,1.697248247516634223e-01,8.193509096093686273e-01,1.484279870843200344e-01,-5.475713827474635309e-01,-8.245483835669044359e-02,2.909700047268295009e+00,-7.213618179340033909e-02,9.128621888542783058e-02,7.962210398136775336e-01,-9.263464908638380235e-02,-5.932954908955857531e-01,7.383317702520023063e-02,2.998602950048749882e+00,8.336914758170353712e-02,1.999156318141406818e-02,8.342920797667301436e-01,-1.837689684134172566e-02,-5.506215509563988642e-01,2.085480576165809827e-02,2.596993392385195332e+00,-1.422207164183940664e-01,1.999164507257896600e-02,9.054192622913700417e-01,6.784744970643230566e-02,-4.186026926301606998e-01,-1.960787502162313067e-02,2.498719719421251373e+00,1.549073846497021623e-01,9.217624669048898878e-02
